Simulated Annealing

Error results
---------------------------
1003.524, 39.53488372093023%
1003.173, 39.53488372093023%
1003.173, 39.53488372093023%
1003.173, 39.53488372093023%
1003.173, 39.53488372093023%
1003.192, 39.53488372093023%
1002.853, 39.53488372093023%
1002.866, 39.53488372093023%
1002.868, 39.53488372093023%
1002.868, 39.53488372093023%
1002.868, 39.53488372093023%
1002.868, 39.53488372093023%
1002.885, 39.53488372093023%
1002.886, 39.53488372093023%
1002.886, 39.53488372093023%
1002.886, 39.53488372093023%
1002.886, 39.53488372093023%
1001.276, 39.53488372093023%
1001.286, 39.53488372093023%
1001.340, 39.49141490980222%
1001.326, 39.49141490980222%
1001.437, 39.49141490980222%
1001.729, 39.49141490980222%
1001.729, 39.49141490980222%
1001.701, 39.49141490980222%
1001.701, 39.49141490980222%
1001.557, 39.49141490980222%
1001.549, 39.49141490980222%
1001.549, 39.49141490980222%
1001.549, 39.49141490980222%
1001.765, 39.49141490980222%
1001.765, 39.49141490980222%
1001.765, 39.49141490980222%
1001.812, 39.49141490980222%
1001.812, 39.49141490980222%
1001.826, 39.49141490980222%
1001.826, 39.49141490980222%
1001.822, 39.49141490980222%
1001.822, 39.49141490980222%
1001.807, 39.49141490980222%
1004.673, 39.49141490980222%
1004.673, 39.49141490980222%
1004.673, 39.49141490980222%
1004.616, 39.49141490980222%
1004.632, 39.49141490980222%
883.374, 39.55661812649424%
883.374, 39.55661812649424%
883.362, 39.55661812649424%
883.493, 39.55661812649424%
883.487, 39.55661812649424%
883.499, 39.55661812649424%
880.871, 39.730493371006304%
880.871, 39.730493371006304%
880.895, 39.730493371006304%
880.894, 39.730493371006304%
880.894, 39.730493371006304%
880.894, 39.730493371006304%
880.894, 39.730493371006304%
881.051, 39.730493371006304%
881.051, 39.730493371006304%
881.048, 39.730493371006304%
881.063, 39.730493371006304%
881.063, 39.730493371006304%
881.063, 39.730493371006304%
881.063, 39.730493371006304%
881.062, 39.730493371006304%
881.062, 39.730493371006304%
879.937, 39.904368615518365%
879.925, 39.904368615518365%
879.921, 39.904368615518365%
882.758, 39.75222777657031%
882.758, 39.75222777657031%
882.746, 39.75222777657031%
882.778, 39.75222777657031%
880.169, 39.86089980439035%
880.169, 39.86089980439035%
880.169, 39.86089980439035%
880.185, 39.86089980439035%
880.225, 39.839165398826346%
880.229, 39.839165398826346%
880.249, 39.839165398826346%
880.178, 39.839165398826346%
880.180, 39.839165398826346%
880.179, 39.839165398826346%
879.972, 39.86089980439035%
880.245, 39.86089980439035%
880.247, 39.86089980439035%
880.267, 39.86089980439035%
880.267, 39.86089980439035%
