Simulated Annealing

Error results
---------------------------
660.304, 54.1621386655075%
660.304, 54.1621386655075%
660.305, 54.1621386655075%
660.300, 54.1621386655075%
660.171, 54.1621386655075%
660.171, 54.1621386655075%
660.161, 54.1621386655075%
660.134, 54.1621386655075%
660.077, 54.18387307107151%
660.075, 54.18387307107151%
660.075, 54.18387307107151%
660.075, 54.18387307107151%
660.073, 54.18387307107151%
660.073, 54.18387307107151%
660.073, 54.18387307107151%
660.073, 54.18387307107151%
659.408, 53.72745055422734%
659.424, 53.72745055422734%
659.363, 53.72745055422734%
659.363, 53.72745055422734%
659.363, 53.72745055422734%
659.363, 53.72745055422734%
659.363, 53.72745055422734%
659.361, 53.72745055422734%
660.599, 53.72745055422734%
660.623, 53.72745055422734%
660.626, 53.72745055422734%
660.604, 53.72745055422734%
660.423, 53.72745055422734%
660.428, 53.72745055422734%
660.476, 53.72745055422734%
660.454, 53.72745055422734%
660.465, 53.72745055422734%
660.475, 53.72745055422734%
660.490, 53.72745055422734%
660.490, 53.72745055422734%
660.491, 53.72745055422734%
660.491, 53.72745055422734%
660.215, 53.72745055422734%
660.215, 53.72745055422734%
660.212, 53.72745055422734%
660.190, 53.72745055422734%
660.189, 53.72745055422734%
661.047, 53.70571614866333%
661.043, 53.70571614866333%
661.058, 53.70571614866333%
661.058, 53.70571614866333%
661.058, 53.70571614866333%
660.841, 53.72745055422734%
660.728, 53.72745055422734%
660.643, 53.72745055422734%
660.643, 53.72745055422734%
660.643, 53.72745055422734%
660.643, 53.72745055422734%
660.636, 53.72745055422734%
660.631, 53.72745055422734%
660.631, 53.72745055422734%
660.386, 53.77091936535536%
660.525, 53.77091936535536%
660.354, 53.77091936535536%
660.346, 53.77091936535536%
660.338, 53.77091936535536%
660.343, 53.77091936535536%
660.308, 53.77091936535536%
660.227, 53.74918495979135%
660.230, 53.74918495979135%
660.230, 53.74918495979135%
660.451, 53.74918495979135%
660.451, 53.74918495979135%
660.447, 53.74918495979135%
660.447, 53.74918495979135%
660.406, 53.74918495979135%
659.375, 53.74918495979135%
659.375, 53.74918495979135%
659.021, 53.74918495979135%
659.016, 53.74918495979135%
659.053, 53.74918495979135%
659.130, 53.74918495979135%
658.647, 53.74918495979135%
658.647, 53.74918495979135%
658.647, 53.74918495979135%
660.452, 52.98848076505107%
660.452, 52.98848076505107%
661.310, 52.90154314279505%
659.613, 53.05368398174309%
659.613, 53.05368398174309%
659.644, 53.05368398174309%
659.644, 53.05368398174309%
659.644, 53.05368398174309%
659.644, 53.05368398174309%
659.644, 53.05368398174309%
659.644, 53.05368398174309%
659.644, 53.05368398174309%
659.597, 53.05368398174309%
659.602, 53.05368398174309%
659.596, 53.05368398174309%
659.596, 53.05368398174309%
659.596, 53.05368398174309%
659.596, 53.05368398174309%
659.967, 53.031949576179095%
659.967, 53.031949576179095%
660.114, 53.031949576179095%
660.344, 53.01021517061508%
660.954, 52.96674635948707%
660.954, 52.96674635948707%
660.952, 52.96674635948707%
658.768, 52.923277548359046%
658.156, 52.923277548359046%
658.156, 52.923277548359046%
658.156, 52.923277548359046%
656.960, 52.94501195392306%
656.960, 52.94501195392306%
656.964, 52.94501195392306%
656.813, 52.94501195392306%
656.813, 52.94501195392306%
656.810, 52.94501195392306%
656.810, 52.94501195392306%
656.788, 52.94501195392306%
656.793, 52.94501195392306%
656.019, 52.96674635948707%
656.989, 52.83633992610303%
656.988, 52.83633992610303%
656.796, 52.85807433166703%
656.796, 52.85807433166703%
656.796, 52.85807433166703%
656.751, 52.85807433166703%
656.863, 52.83633992610303%
656.863, 52.83633992610303%
656.861, 52.83633992610303%
656.872, 52.83633992610303%
656.822, 52.83633992610303%
656.835, 52.83633992610303%
656.835, 52.83633992610303%
657.000, 52.81460552053902%
657.117, 52.81460552053902%
657.117, 52.81460552053902%
657.122, 52.81460552053902%
657.236, 52.81460552053902%
657.237, 52.81460552053902%
657.442, 52.771136709410996%
656.610, 52.74940230384699%
656.643, 52.74940230384699%
656.610, 52.74940230384699%
656.326, 52.74940230384699%
656.326, 52.74940230384699%
656.393, 52.74940230384699%
656.969, 52.70593349271897%
656.969, 52.70593349271897%
656.982, 52.70593349271897%
656.982, 52.70593349271897%
656.982, 52.70593349271897%
656.992, 52.70593349271897%
656.992, 52.70593349271897%
656.992, 52.70593349271897%
656.992, 52.70593349271897%
656.922, 52.70593349271897%
656.927, 52.70593349271897%
656.937, 52.70593349271897%
656.229, 52.771136709410996%
654.759, 52.83633992610303%
654.759, 52.83633992610303%
654.609, 52.87980873723104%
658.698, 52.94501195392306%
658.698, 52.94501195392306%
658.698, 52.94501195392306%
658.698, 52.94501195392306%
658.563, 52.94501195392306%
658.404, 52.94501195392306%
658.411, 52.94501195392306%
658.411, 52.94501195392306%
658.418, 52.94501195392306%
658.382, 52.94501195392306%
657.899, 53.031949576179095%
657.887, 53.031949576179095%
657.887, 53.031949576179095%
657.964, 53.031949576179095%
657.964, 53.031949576179095%
657.964, 53.031949576179095%
657.983, 53.031949576179095%
657.983, 53.031949576179095%
658.210, 53.01021517061508%
657.924, 53.0754183873071%
657.926, 53.0754183873071%
657.818, 53.0754183873071%
659.315, 52.81460552053902%
659.356, 52.81460552053902%
659.356, 52.81460552053902%
659.241, 52.83633992610303%
659.247, 52.83633992610303%
659.251, 52.83633992610303%
659.228, 52.83633992610303%
659.821, 52.79287111497501%
659.956, 52.79287111497501%
659.953, 52.79287111497501%
660.008, 52.79287111497501%
660.003, 52.79287111497501%
660.003, 52.79287111497501%
660.003, 52.79287111497501%
659.459, 52.83633992610303%
659.444, 52.83633992610303%
659.441, 52.83633992610303%
659.487, 52.83633992610303%
656.322, 52.96674635948707%
656.418, 52.94501195392306%
657.067, 52.83633992610303%
656.689, 52.83633992610303%
656.646, 52.83633992610303%
656.509, 52.85807433166703%
656.772, 52.85807433166703%
657.051, 52.85807433166703%
657.051, 52.85807433166703%
657.055, 52.85807433166703%
656.862, 52.85807433166703%
656.944, 52.83633992610303%
655.677, 52.85807433166703%
655.677, 52.85807433166703%
655.678, 52.85807433166703%
677.200, 55.748750271680066%
655.678, 52.85807433166703%
655.678, 52.85807433166703%
656.185, 52.83633992610303%
655.678, 52.85807433166703%
655.508, 52.90154314279505%
655.392, 52.90154314279505%
655.324, 52.90154314279505%
655.324, 52.90154314279505%
655.223, 52.90154314279505%
655.575, 52.85807433166703%
655.575, 52.85807433166703%
655.585, 52.85807433166703%
653.773, 51.72788524233862%
653.773, 51.72788524233862%
653.787, 51.72788524233862%
653.780, 51.72788524233862%
653.728, 51.72788524233862%
653.711, 51.72788524233862%
653.788, 51.72788524233862%
653.788, 51.72788524233862%
653.788, 51.72788524233862%
653.788, 51.72788524233862%
653.863, 51.72788524233862%
653.788, 51.72788524233862%
653.778, 51.72788524233862%
653.939, 51.70615083677461%
654.816, 51.59747880895458%
653.763, 51.70615083677461%
653.690, 51.64094762008259%
653.690, 51.64094762008259%
653.687, 51.64094762008259%
653.687, 51.64094762008259%
653.672, 51.64094762008259%
653.197, 52.83633992610303%
653.197, 52.83633992610303%
653.192, 52.83633992610303%
653.192, 52.83633992610303%
653.200, 52.83633992610303%
653.200, 52.83633992610303%
653.191, 52.83633992610303%
653.200, 52.83633992610303%
652.982, 52.923277548359046%
632.343, 52.532058248206916%
632.303, 52.532058248206916%
629.843, 52.94501195392306%
629.637, 52.98848076505107%
629.637, 52.98848076505107%
629.581, 52.96674635948707%
629.396, 52.98848076505107%
629.388, 52.98848076505107%
629.388, 52.98848076505107%
629.970, 55.96609432732015%
629.378, 52.98848076505107%
629.112, 53.031949576179095%
629.076, 53.031949576179095%
629.044, 53.031949576179095%
629.211, 53.031949576179095%
629.118, 53.031949576179095%
629.330, 53.118887198435125%
629.354, 52.94501195392306%
624.398, 53.57530971527928%
624.409, 53.57530971527928%
624.315, 53.57530971527928%
624.281, 53.57530971527928%
624.299, 53.553575309715285%
624.495, 53.51010649858726%
624.283, 53.57530971527928%
624.182, 53.57530971527928%
624.182, 53.57530971527928%
624.478, 53.553575309715285%
624.007, 53.59704412084329%
624.009, 53.59704412084329%
624.007, 53.59704412084329%
623.722, 53.59704412084329%
623.770, 53.59704412084329%
623.814, 53.59704412084329%
623.721, 53.59704412084329%
623.721, 53.59704412084329%
623.724, 53.59704412084329%
623.730, 53.59704412084329%
623.721, 53.59704412084329%
639.910, 46.6855031514888%
623.721, 53.59704412084329%
623.705, 53.59704412084329%
623.708, 53.59704412084329%
622.307, 53.70571614866333%
622.359, 53.70571614866333%
622.308, 53.70571614866333%
622.307, 53.70571614866333%
622.307, 53.70571614866333%
622.300, 53.72745055422734%
622.546, 53.70571614866333%
622.324, 53.72745055422734%
622.299, 53.72745055422734%
622.299, 53.72745055422734%
622.492, 53.70571614866333%
622.380, 53.72745055422734%
622.293, 53.72745055422734%
622.293, 53.72745055422734%
622.397, 53.70571614866333%
622.293, 53.72745055422734%
622.295, 53.72745055422734%
622.293, 53.72745055422734%
620.682, 53.72745055422734%
622.304, 53.51010649858726%
620.682, 53.72745055422734%
620.682, 53.72745055422734%
620.640, 53.72745055422734%
620.667, 53.72745055422734%
620.544, 53.72745055422734%
620.541, 53.72745055422734%
620.541, 53.72745055422734%
620.798, 53.66224733753532%
620.541, 53.72745055422734%
620.541, 53.72745055422734%
620.520, 53.74918495979135%
620.520, 53.74918495979135%
620.474, 53.77091936535536%
620.374, 53.77091936535536%
