Randomized Hill Climbing

Error results
---------------------------
568.388, 51.575744403390566%
568.388, 51.575744403390566%
568.525, 51.575744403390566%
568.414, 51.575744403390566%
568.388, 51.575744403390566%
568.880, 51.4018691588785%
568.388, 51.575744403390566%
579.365, 50.66289936970224%
568.388, 51.575744403390566%
568.444, 51.575744403390566%
568.388, 51.575744403390566%
565.184, 52.510323842642904%
565.325, 52.48858943707889%
565.180, 52.510323842642904%
565.180, 52.510323842642904%
591.447, 45.90306455118453%
566.143, 52.510323842642904%
565.180, 52.510323842642904%
568.117, 52.510323842642904%
623.817, 44.29471853944795%
565.006, 52.575527059334924%
565.016, 52.55379265377091%
563.241, 52.72766789828298%
569.067, 51.61921321451858%
563.241, 52.72766789828298%
563.243, 52.72766789828298%
564.743, 52.72766789828298%
563.241, 52.72766789828298%
563.247, 52.72766789828298%
563.269, 52.72766789828298%
563.241, 52.72766789828298%
563.241, 52.72766789828298%
563.120, 52.72766789828298%
563.082, 52.70593349271897%
563.476, 52.70593349271897%
563.076, 52.70593349271897%
563.077, 52.70593349271897%
562.814, 52.74940230384699%
562.799, 52.74940230384699%
562.792, 52.74940230384699%
562.803, 52.74940230384699%
562.792, 52.74940230384699%
562.792, 52.74940230384699%
562.792, 52.74940230384699%
562.791, 52.74940230384699%
562.791, 52.74940230384699%
562.978, 52.74940230384699%
562.791, 52.74940230384699%
563.093, 52.72766789828298%
562.809, 52.74940230384699%
562.228, 53.0754183873071%
562.815, 53.01021517061508%
562.252, 53.05368398174309%
562.259, 53.0754183873071%
542.960, 57.639643555748755%
542.889, 57.639643555748755%
542.808, 57.66137796131275%
542.808, 57.66137796131275%
542.585, 57.68311236687676%
542.520, 57.704846772440774%
542.520, 57.704846772440774%
542.288, 57.74831558356879%
542.288, 57.74831558356879%
542.288, 57.74831558356879%
542.288, 57.74831558356879%
542.288, 57.74831558356879%
542.283, 57.74831558356879%
542.323, 57.72658117800478%
542.041, 57.74831558356879%
543.754, 57.509237122364695%
542.043, 57.74831558356879%
542.040, 57.74831558356879%
542.052, 57.74831558356879%
542.037, 57.74831558356879%
542.042, 57.74831558356879%
542.057, 57.74831558356879%
542.040, 57.74831558356879%
542.073, 57.74831558356879%
542.037, 57.74831558356879%
542.037, 57.74831558356879%
541.941, 57.74831558356879%
541.847, 57.74831558356879%
541.847, 57.74831558356879%
541.849, 57.74831558356879%
541.851, 57.74831558356879%
541.990, 57.66137796131275%
540.727, 57.83525320582482%
540.727, 57.83525320582482%
540.727, 57.83525320582482%
